24.89454849	，	87.31608434
40.01582191	，	34.603606
26.11829763	，	82.19358955
69.91171052	，	77.01716058
69.30362491	，	84.63576796
54.81238861	，	47.02498026
51.3775534	，	99.8279
84.75385671	，	37.26262202
66.36967556	，	96.71196124
94.1619311	，	34.24200179
86.13244393	，	47.51666958
84.74276953	，	21.31187171
72.57794224	，	85.77335482
79.0936999	，	88.42730044
29.80922801	，	85.32820237
63.70016329	，	79.91595862
59.34103293	，	62.03186125
77.67596661	，	37.38718259
60.93239842	，	99.8279
86.70789487	，	38.28457213
57.64291641	，	52.12982984
99.40588689	，	56.50797441
40.80567715	，	58.14720305
43.94117212	，	34.91813708
68.19498032	，	78.26375151
72.00012481	，	60.66306643
70.46106961	，	54.11302045
99.8279	，	29.50927882
52.10109489	，	59.54749941
48.51491493	，	55.70428944
51.65017831	，	82.09927883
95.13363053	，	47.76059246
42.37886859	，	72.41901529
61.77451591	，	60.1414686
30.5077826	，	80.45913954
64.36421669	，	42.92249436
24.18638897	，	99.8279
73.90610001	，	71.61666907
65.06014182	，	50.86480675
43.91275116	，	65.94632882
74.17328252	，	65.59943774
61.27683141	，	37.56489874
84.71425663	，	74.86031313
92.09786489	，	31.32686364
41.31864063	，	55.11409298
71.9517869	，	42.76960043
67.46392379	，	79.74959152
99.8279	，	77.43643081
52.34395266	，	99.8279
99.8279	，	79.40490103
70.2157068	，	83.45451087
99.8279	，	51.70763948
80.81760298	，	52.68199333
44.25362499	，	51.10495094
40.55738498	，	59.09593033
59.31578835	，	50.51755947
87.91652282	，	78.15296424
42.30631131	，	86.30715609
64.51958023	，	79.11596275
81.5255732	，	69.16217073
65.66650033	，	95.05132819
45.01522395	，	37.72912243
46.52470636	，	48.55286403
39.78793358	，	40.30158235
34.93915059	，	75.74147767
76.29000561	，	31.80070656
30.72843985	，	99.8279
58.80167436	，	42.5918203
70.55046288	，	99.8279
76.47582971	，	51.70000251
22.9937219	，	52.59856458
73.76843155	，	68.7402965
62.61738309	，	99.8279
70.18699688	，	63.80360658
49.11184508	，	85.14983983
99.8279	，	63.07786041
37.53515797	，	97.76725652
60.18727094	，	66.51846801
50.72644516	，	51.79980096
91.95577272	，	33.42848702
79.18478528	，	79.09518042
99.8279	，	36.40291528
57.59014633	，	75.8807447
66.96781745	，	50.22289046
70.63764486	，	99.8279
78.19763292	，	76.30291558
32.3463434	，	88.13617752
85.20681314	，	81.13314748
68.90631321	，	99.8279
62.07711513	，	51.47811374
84.36521999	，	86.45049661
99.8279	，	78.21740025
45.75305	，	44.86209499
84.22180356	，	75.55374533
80.11669557	，	54.64967513
93.21827388	，	39.08889428
32.53258967	，	96.39524246
99.8279	，	59.48401795
45.61090642	，	74.22332953
84.50500414	，	80.23842138
